RTINumber,Template,Subject,MainMessage,User Query
1142455,No Specific Template,"The rules and documents regarding the charging of Non Energy Bills on my Electricity Bill of July and August, 2022; account no [MASKED_ID]","I am [MASKED_NAME] user with account no [MASKED_ID]. From March onwards I have shifted to gurugram. In my bill of [MASKED_DATE] and September bill dated [MASKED_DATE] they have charged Rs 1750 as non energy charges. They have bill for MMC separately. Non energy charges are more than my bill. 

I lodged complaint On [MASKED_DATE] and [MASKED_DATE] and [MASKED_DATE] vide complaint no [MASKED_ID] but no reply, what is this charges. Till the bill dated [MASKED_DATE] no such charges were levied.
My bill details of last 03 bills are as follows
[MASKED_DATE] units [MASKED_UNITS] & rs [MASKED_AMOUNT]/-
[MASKED_DATE] units [MASKED_UNITS] & rs [MASKED_AMOUNT]/-
[MASKED_DATE] units [MASKED_UNITS]& rs [MASKED_AMOUNT]/-","Subject: The rules and documents regarding the charging of Non Energy Bills on my Electricity Bill of July and August, 2022; account no [MASKED_ID]

I am [MASKED_NAME] user with account no [MASKED_ID]. From March onwards I have shifted to gurugram. In my bill of [MASKED_DATE] and September bill dated [MASKED_DATE] they have charged Rs 1750 as non energy charges. They have bill for MMC separately. Non energy charges are more than my bill. 

I lodged complaint On [MASKED_DATE] and [MASKED_DATE] and [MASKED_DATE] vide complaint no [MASKED_ID] but no reply, what is this charges. Till the bill dated [MASKED_DATE] no such charges were levied.
My bill details of last 03 bills are as follows
[MASKED_DATE] units [MASKED_UNITS] & rs [MASKED_AMOUNT]/-
[MASKED_DATE] units [MASKED_UNITS] & rs [MASKED_AMOUNT]/-
[MASKED_DATE] units [MASKED_UNITS]& rs [MASKED_AMOUNT]/-"
1142487,No Specific Template,"Attendance Sheet of TET 2012 examination hold on [MASKED_DATE] 
and Attendance Sheet of TET 2014 examination hold on [MASKED_DATE].","I am asking for Attendence Sheet of TET [MASKED_YEAR] examination, hold on [MASKED_DATE]. My examination center was [MASKED_ADDRESS], PS. - [MASKED_ADDRESS]. DIST CODE- [MASKED_ID], DIST- NADIA. My name is [MASKED_NAME] and My Roll No was [MASKED_ID]. After publishing TET Result [MASKED_YEAR] I found that my result shown as Absent, inspite of that given examination TET [MASKED_YEAR]","Subject: Attendance Sheet of TET 2012 examination hold on [MASKED_DATE] 
and Attendance Sheet of TET 2014 examination hold on [MASKED_DATE].

I am asking for Attendence Sheet of TET [MASKED_YEAR] examination, hold on [MASKED_DATE]. My examination center was [MASKED_ADDRESS], PS. - [MASKED_ADDRESS]. DIST CODE- [MASKED_ID], DIST- NADIA. My name is [MASKED_NAME] and My Roll No was [MASKED_ID]. After publishing TET Result [MASKED_YEAR] I found that my result shown as Absent, inspite of that given examination TET [MASKED_YEAR]"
1142497,No Specific Template,"Information Regarding - The rules regarding the commercial and business purpose use of the [MASKED_NAME], taxi, and private vehicles.","Dear Sir, \n\nCan a [MASKED_NAME], Taxi and Private vehicle be used for commercial and business purposes. \nAnd \nWhat are the provisions in the relevant Act where it says private cars/vehicles can't be used for carrying commercial/business goods/tools.","Subject: Information Regarding - The rules regarding the commercial and business purpose use of the [MASKED_NAME], taxi, and private vehicles.

Dear Sir, \n\nCan a [MASKED_NAME], Taxi and Private vehicle be used for commercial and business purposes. \nAnd \nWhat are the provisions in the relevant Act where it says private cars/vehicles can't be used for carrying commercial/business goods/tools."
1142562,No Specific Template,The rules regarding the repatriation (voluntary unwilling) from Junior Engineer to Technician selected through LDCE Exam.,Repatriation from [MASKED_NAME] to technician in railways,"Subject: The rules regarding the repatriation (voluntary unwilling) from Junior Engineer to Technician selected through LDCE Exam.

Repatriation from [MASKED_NAME] to technician in railways"
1142694,No Specific Template,Clarification in Advertisement Number [MASKED_ID],FOR CLARIFICATION IN ADVERTISEMENT [MASKED_ID],"Subject: Clarification in Advertisement Number [MASKED_ID]

FOR CLARIFICATION IN ADVERTISEMENT [MASKED_ID]"
1169158,No Specific Template,[MASKED_NAME]'s Medical Certificate certified by the Principal,"It has been noticed that undue favours are being extended in return of illegal gratification by the Principal, [MASKED_COMPANY_NAME], P.O. [MASKED_ADDRESS] (Dikrong), Dist. Lakhimpur, Assam. One [MASKED_NAME], a Grade IV employee, who was consistently absent from service for nearly two years without having any valid reason, is now getting regular salary after producing a fake Medical Certificate. 

[MASKED_NAME]'s unauthorised absence from service earned him 20 months' of pay- cut by the former Principal. The present Principal has already released [MASKED_NAME]'s salary for the months of March, April and May, [MASKED_DATE], on medical ground and now desperately tries to release another 17 months' salary on the same fake medical ground. [MASKED_NAME] never had any kind of serious illness to justify his years' long absence from service and his medical certificate is questionable and disputable. [MASKED_NAME]'s medical certificate can be challenged on many grounds as he managed to get it by dishonesty and forgery. As such it was the duty of the present Principal to discourage rather than encourage him in fraudulently using a fake medical document to take government money.

Please provide the following information regarding [MASKED_NAME]'s service:

(1) [MASKED_NAME]'s Medical Certificate certified by the Principal.

(2) [MASKED_NAME]'s leave application to the former Principal stating his medical condition.

(3) Official reason for [MASKED_NAME]'s prolonged pay- cut along with his pay- cut records for the entire pay- cut period certified by the Principal.","Subject: [MASKED_NAME]'s Medical Certificate certified by the Principal

It has been noticed that undue favours are being extended in return of illegal gratification by the Principal, [MASKED_COMPANY_NAME], P.O. [MASKED_ADDRESS] (Dikrong), Dist. Lakhimpur, Assam. One [MASKED_NAME], a Grade IV employee, who was consistently absent from service for nearly two years without having any valid reason, is now getting regular salary after producing a fake Medical Certificate. 

[MASKED_NAME]'s unauthorised absence from service earned him 20 months' of pay- cut by the former Principal. The present Principal has already released [MASKED_NAME]'s salary for the months of March, April and May, [MASKED_DATE], on medical ground and now desperately tries to release another 17 months' salary on the same fake medical ground. [MASKED_NAME] never had any kind of serious illness to justify his years' long absence from service and his medical certificate is questionable and disputable. [MASKED_NAME]'s medical certificate can be challenged on many grounds as he managed to get it by dishonesty and forgery. As such it was the duty of the present Principal to discourage rather than encourage him in fraudulently using a fake medical document to take government money.

Please provide the following information regarding [MASKED_NAME]'s service:

(1) [MASKED_NAME]'s Medical Certificate certified by the Principal.

(2) [MASKED_NAME]'s leave application to the former Principal stating his medical condition.

(3) Official reason for [MASKED_NAME]'s prolonged pay- cut along with his pay- cut records for the entire pay- cut period certified by the Principal."
1169224,No Specific Template,The rules and procedures through which BA(BDP) old course student can avail this credit transfer scheme with completed credits in BA BDP course to BAG CBCS.,Indira Gandhi National Open University have introduced new credit transfer scheme and abolished their old [MASKED_ID] scheme ; for their students who didn't complete their course in due time.\n(1) I want to know particularly about how BA(BDP) old course student can avail this credit transfer scheme with completed credits in BA BDP course to BAG CBCS.\n(2) I want to know particularly about which subjects from old BA BDP course can be get credited in new BA CBCS course.,"Subject: The rules and procedures through which BA(BDP) old course student can avail this credit transfer scheme with completed credits in BA BDP course to BAG CBCS.

Indira Gandhi National Open University have introduced new credit transfer scheme and abolished their old [MASKED_ID] scheme ; for their students who didn't complete their course in due time.\n(1) I want to know particularly about how BA(BDP) old course student can avail this credit transfer scheme with completed credits in BA BDP course to BAG CBCS.\n(2) I want to know particularly about which subjects from old BA BDP course can be get credited in new BA CBCS course."
1169254,No Specific Template,A certified copy of the Complaint filed against me by [MASKED_NAME] on [MASKED_DATE] or [MASKED_DATE],Copy of complaint lodged between [MASKED_DATE] and [MASKED_DATE],"Subject: A certified copy of the Complaint filed against me by [MASKED_NAME] on [MASKED_DATE] or [MASKED_DATE]

Copy of complaint lodged between [MASKED_DATE] and [MASKED_DATE]"
1169318,No Specific Template,"Reg - 1) To execute the Jugements of Madurai Bench of Madras High Court of Equal Pay for Equal Work On Scale of Pay In
1) WP (MD) : [MASKED_ID] of [MASKED_DATE]
13/12/22(Judgement)
2) WP (MD) : [MASKED_ID] of [MASKED_DATE]
08/11/22(Judgement )
3WMP (MD) : [MASKED_ID] on [MASKED_DATE]

2). The Pay of Employees Fixation of Pay to proposed Scale Of Pay in Manner of Para 2.2.21(i) to (V) in the Revised Pay on Via G.O.MS NO : [MASKED_ID] on [MASKED_DATE].","To [MASKED_NAME]
The Principal of [MASKED_COMPANY_NAME]
School Education Dept
[MASKED_ADDRESS]
\n

Annuxer Ref I :

1) W.P(MD) No : 748 of [MASKED_DATE]
(IN)
W.P.(MD) No : 6235 of [MASKED_DATE]
(Equal Pay for Equal Work)
of [MASKED_NAME] on Judgment

2) W.P( MD) No: 1136 of [MASKED_DATE]
W.M.P (MD)No:916 of [MASKED_DATE]
on [MASKED_DATE] Judgement of [MASKED_NAME]
(IN)
W.P.(MD)No:19786 of [MASKED_DATE]

SUB : 1) Above under Annuxer Ref I, To Excute to Judgement of Madurai bench of madras High Court on via Equal Pay for Equal Work

2) The Pay of Employees Fixation of Pay to proposed Scale Of Pay in Manner of Para 2.2.21(i) to (V) in the Revised Pay on Via G.O.MS NO : [MASKED_ID] on [MASKED_DATE]","Subject: Reg - 1) To execute the Jugements of Madurai Bench of Madras High Court of Equal Pay for Equal Work On Scale of Pay In
1) WP (MD) : [MASKED_ID] of [MASKED_DATE]
13/12/22(Judgement)
2) WP (MD) : [MASKED_ID] of [MASKED_DATE]
08/11/22(Judgement )
3WMP (MD) : [MASKED_ID] on [MASKED_DATE]

2). The Pay of Employees Fixation of Pay to proposed Scale Of Pay in Manner of Para 2.2.21(i) to (V) in the Revised Pay on Via G.O.MS NO : [MASKED_ID] on [MASKED_DATE].

To [MASKED_NAME]
The Principal of [MASKED_COMPANY_NAME]
School Education Dept
[MASKED_ADDRESS]
\n

Annuxer Ref I :

1) W.P(MD) No : 748 of [MASKED_DATE]
(IN)
W.P.(MD) No : 6235 of [MASKED_DATE]
(Equal Pay for Equal Work)
of [MASKED_NAME] on Judgment

2) W.P( MD) No: 1136 of [MASKED_DATE]
W.M.P (MD)No:916 of [MASKED_DATE]
on [MASKED_DATE] Judgement of [MASKED_NAME]
(IN)
W.P.(MD)No:19786 of [MASKED_DATE]

SUB : 1) Above under Annuxer Ref I, To Excute to Judgement of Madurai bench of madras High Court on via Equal Pay for Equal Work

2) The Pay of Employees Fixation of Pay to proposed Scale Of Pay in Manner of Para 2.2.21(i) to (V) in the Revised Pay on Via G.O.MS NO : [MASKED_ID] on [MASKED_DATE]"
1169363,No Specific Template,Discontinuation of pension under Swatantrata Sainik Samman Yojana (SSSY),"Pundalik [MASKED_NAME]\nH.No 181,\nMuddi-wada, Chodan-Goa\n\nDate: 23rd December 2022\n\nThe Public information officer,\nFinance department,\nGovernment of Goa\n\nSubject: Discontinuation of pension under Swatantrata Sainik Samman Yojana (SSSY)\n\nDear Sir / Madam\n\nThis is to bring to your notice that my mother Late. [MASKED_NAME] was drawing pension under Swatantrata Sainik Samman Yojana (SSSY) till her death (died on 06th December 2019). Now, upon checking the beneficiary list, I came across her name in the list updated as on 31st January 2022 on the Ministry of Home Affairs website as “Name-wise and State-wise list of Freedom Fighters and eligible dependents drawing Samman Pension under SSSY as on 31.01.2022 (As provided by the authorized Banks)”. Kindly request you to verify the same and provide me the details if the pension is still disbursed.\n\nIn this regard, I would like to intimate you that all the documents pertaining to same along with bank passbook are maintained by my brother Mr. [MASKED_NAME] and he is the sole beneficiary of the pension received. Me and my family are not in very good terms with him. I should not be held liable to repay the excess amount received since the demise of my mother due to negligence of my brother Mr. [MASKED_NAME] in submitting the death certificate and instructing to stop the pension.\n\nAlso, would request you to stop the pension of my mother with immediate effect as it might affect my claims in future to avail any Government schemes.\n\n\nThanking You\n\nYours Faithfully\n\nSd/-\n(Pundalik [MASKED_NAME])","Subject: Discontinuation of pension under Swatantrata Sainik Samman Yojana (SSSY)

Pundalik [MASKED_NAME]\nH.No 181,\nMuddi-wada, Chodan-Goa\n\nDate: 23rd December 2022\n\nThe Public information officer,\nFinance department,\nGovernment of Goa\n\nSubject: Discontinuation of pension under Swatantrata Sainik Samman Yojana (SSSY)\n\nDear Sir / Madam\n\nThis is to bring to your notice that my mother Late. [MASKED_NAME] was drawing pension under Swatantrata Sainik Samman Yojana (SSSY) till her death (died on 06th December 2019). Now, upon checking the beneficiary list, I came across her name in the list updated as on 31st January 2022 on the Ministry of Home Affairs website as “Name-wise and State-wise list of Freedom Fighters and eligible dependents drawing Samman Pension under SSSY as on 31.01.2022 (As provided by the authorized Banks)”. Kindly request you to verify the same and provide me the details if the pension is still disbursed.\n\nIn this regard, I would like to intimate you that all the documents pertaining to same along with bank passbook are maintained by my brother Mr. [MASKED_NAME] and he is the sole beneficiary of the pension received. Me and my family are not in very good terms with him. I should not be held liable to repay the excess amount received since the demise of my mother due to negligence of my brother Mr. [MASKED_NAME] in submitting the death certificate and instructing to stop the pension.\n\nAlso, would request you to stop the pension of my mother with immediate effect as it might affect my claims in future to avail any Government schemes.\n\n\nThanking You\n\nYours Faithfully\n\nSd/-\n(Pundalik [MASKED_NAME])"
1169455,No Specific Template,"The daily progress made on my attached application dated [MASKED_DATE] for the removal of Electricity pole in front of my house Village Kawarla, Post office Navgaon, Mangrur- Tipra (238), Solan Himachal Pradesh -[MASKED_ID]",Its been while that [MASKED_NAME] am facing this issue . That in front of [MASKED_ADDRESS] there is a electric pole that is touching the branches of the trees and also causing short circuit to all of my in house electronic equipment . Also due to the wires that are touching the branches it's a safety hazard also to us . Because the pole is just next to the house and the tree also . We Have already mentioned this issue to electricity departments many time verbally and also given the application for this but still around 3 years the problem of life safety is not getting fixed or herd by anyone . So now [MASKED_NAME] am expecting information and reason for not doing anything for this issue after so many years .,"Subject: The daily progress made on my attached application dated [MASKED_DATE] for the removal of Electricity pole in front of my house Village Kawarla, Post office Navgaon, Mangrur- Tipra (238), Solan Himachal Pradesh -[MASKED_ID]

Its been while that [MASKED_NAME] am facing this issue . That in front of [MASKED_ADDRESS] there is a electric pole that is touching the branches of the trees and also causing short circuit to all of my in house electronic equipment . Also due to the wires that are touching the branches it's a safety hazard also to us . Because the pole is just next to the house and the tree also . We Have already mentioned this issue to electricity departments many time verbally and also given the application for this but still around 3 years the problem of life safety is not getting fixed or herd by anyone . So now [MASKED_NAME] am expecting information and reason for not doing anything for this issue after so many years ."
1169475,No Specific Template,Information Regarding - sabbatical leaves in each public banks,To\n[MASKED_COMPANY_NAME]\n\nDear sir\n\nAs per govt guidelines sabbatical leave was introduced in all public sector banks..\n\nHow many of such sabbatical leaves are sanctioned in each [MASKED_COMPANY_NAME]?\n\nHow many have been rejected by [MASKED_COMPANY_NAME]?\n\nHow many of rejections are of lady staffs applied for child care?,"Subject: Information Regarding - sabbatical leaves in each public banks

To\n[MASKED_COMPANY_NAME]\n\nDear sir\n\nAs per govt guidelines sabbatical leave was introduced in all public sector banks..\n\nHow many of such sabbatical leaves are sanctioned in each [MASKED_COMPANY_NAME]?\n\nHow many have been rejected by [MASKED_COMPANY_NAME]?\n\nHow many of rejections are of lady staffs applied for child care?"
1169553,No Specific Template,Information Regarding - the list of current members along with their membership number of SARVOTTAM GRAH NIRMAN SAHKARI SAMITI MARYADIT BHOPAL,I want LIST OF MEMBERS WITH THEIR MEMBERSHIP NO OF [MASKED_COMPANY_NAME] MARYADIT BHOPAL REGISTRATION NO. [MASKED_ID] DATED [MASKED_DATE],"Subject: Information Regarding - the list of current members along with their membership number of SARVOTTAM GRAH NIRMAN SAHKARI SAMITI MARYADIT BHOPAL

I want LIST OF MEMBERS WITH THEIR MEMBERSHIP NO OF [MASKED_COMPANY_NAME] MARYADIT BHOPAL REGISTRATION NO. [MASKED_ID] DATED [MASKED_DATE]"
1210783,No Specific Template,The documents required to be submitted under Rule 5 of the Payment of Bonus Rules 1965.,"Respected [MASKED_NAME],\nSub. Clarification Required on the Following Query\nRef: Online filing of Single integrated Annual Return under Various labour laws, vide Government Circular No.: Misc-2018 C.R.No.64 Labour-9 Dated- 31 October 2018\n\nThis is to inform you that the above-cited notification issued by the [MASKED_COMPANY_NAME], wherein there is no clear instruction that Rule 5 of the Payment of Bonus Rules 1965 is subsumed and it is not required to file the Return Separately or the Part of Integrated Annual Return is in-lieu of the above said rules\nThe Authorities of various Labour Offices across the [MASKED_ADDRESS] is not accepting the Annual Return Form D under Rule 5 of the Payment of Bonus Rules 1965\nUnder the circumstances, request you to kindly confirm that it is not required to submit the Annual Return Form D under Rule 5 of the Payment of Bonus Rules 1965","Subject: The documents required to be submitted under Rule 5 of the Payment of Bonus Rules 1965.

Respected [MASKED_NAME],\nSub. Clarification Required on the Following Query\nRef: Online filing of Single integrated Annual Return under Various labour laws, vide Government Circular No.: Misc-2018 C.R.No.64 Labour-9 Dated- 31 October 2018\n\nThis is to inform you that the above-cited notification issued by the [MASKED_COMPANY_NAME], wherein there is no clear instruction that Rule 5 of the Payment of Bonus Rules 1965 is subsumed and it is not required to file the Return Separately or the Part of Integrated Annual Return is in-lieu of the above said rules\nThe Authorities of various Labour Offices across the [MASKED_ADDRESS] is not accepting the Annual Return Form D under Rule 5 of the Payment of Bonus Rules 1965\nUnder the circumstances, request you to kindly confirm that it is not required to submit the Annual Return Form D under Rule 5 of the Payment of Bonus Rules 1965"
1210799,No Specific Template,Certified copies of the Complaint no :[MASKED_ID] dated [MASKED_DATE] and Complaint no [MASKED_ID] dated [MASKED_DATE].,"I filed two online complaints with Delhi police via CCTNS (https://cctns.delhipolice.gov.in › citizenservices) portal Complaint no :[MASKED_ID] dated [MASKED_DATE] and Complaint no [MASKED_ID] dated [MASKED_DATE].

\n\nI need certified copies of the complaint filed because of some legal work, kindly share the complaint copies via mail or post at the earliest.","Subject: Certified copies of the Complaint no :[MASKED_ID] dated [MASKED_DATE] and Complaint no [MASKED_ID] dated [MASKED_DATE].

I filed two online complaints with Delhi police via CCTNS (https://cctns.delhipolice.gov.in › citizenservices) portal Complaint no :[MASKED_ID] dated [MASKED_DATE] and Complaint no [MASKED_ID] dated [MASKED_DATE].

\n\nI need certified copies of the complaint filed because of some legal work, kindly share the complaint copies via mail or post at the earliest."
1210805,No Specific Template,The total amount [MASKED_COMPANY_NAME] can claim for Car Parking with OR without Electric Charging Point.,"1.\tUnder the Govt Affordable Housing Scheme(GAHS), how much amount [MASKED_COMPANY_NAME] can claim for Car Parking with OR without Electric Charging Point.\n2.\tHow much maximum amount for Bulk Electricity supply, Electricity connection per KV, Power backup can be claimed by [MASKED_COMPANY_NAME] under GAHS\n3.\tUnder the GAHS, Is [MASKED_COMPANY_NAME] allowed to charge any amount for Electricity, Vehicle Parking or any other utilities provided to Buyer.\n4.Can [MASKED_COMPANY_NAME] issue possession letter after applying for Occupancy Certificate (OC) or OC is must before issuing possession letter.\n5.Can [MASKED_COMPANY_NAME] deny Buyer to Visit Project site after Paying Full money in \n 3years.Is it at the wish of [MASKED_COMPANY_NAME] to open the site at his convenience.\n6.\tWhat action HRERA can takes against the [MASKED_COMPANY_NAME], if he charges a \n higher amount for Car Parking or any other utilities.\n7.\tIf [MASKED_COMPANY_NAME] is Charging higher amount for electricity connection, is buyer allowed to take self-electricity connection from Electricity Authorities.\n8..\tHow much Govt. Charge EDC/IDC, is it per acer/yard or per square feet from [MASKED_COMPANY_NAME], can [MASKED_COMPANY_NAME] charge EDC/IDC per square feet from Buyer if he had paid per square yard/acer.\n9. If all the money had been paid to [MASKED_COMPANY_NAME] as per agreement other than Parking and electricity, can [MASKED_COMPANY_NAME] deny for possession of flat","Subject: The total amount [MASKED_COMPANY_NAME] can claim for Car Parking with OR without Electric Charging Point.

1.\tUnder the Govt Affordable Housing Scheme(GAHS), how much amount [MASKED_COMPANY_NAME] can claim for Car Parking with OR without Electric Charging Point.\n2.\tHow much maximum amount for Bulk Electricity supply, Electricity connection per KV, Power backup can be claimed by [MASKED_COMPANY_NAME] under GAHS\n3.\tUnder the GAHS, Is [MASKED_COMPANY_NAME] allowed to charge any amount for Electricity, Vehicle Parking or any other utilities provided to Buyer.\n4.Can [MASKED_COMPANY_NAME] issue possession letter after applying for Occupancy Certificate (OC) or OC is must before issuing possession letter.\n5.Can [MASKED_COMPANY_NAME] deny Buyer to Visit Project site after Paying Full money in \n 3years.Is it at the wish of [MASKED_COMPANY_NAME] to open the site at his convenience.\n6.\tWhat action HRERA can takes against the [MASKED_COMPANY_NAME], if he charges a \n higher amount for Car Parking or any other utilities.\n7.\tIf [MASKED_COMPANY_NAME] is Charging higher amount for electricity connection, is buyer allowed to take self-electricity connection from Electricity Authorities.\n8..\tHow much Govt. Charge EDC/IDC, is it per acer/yard or per square feet from [MASKED_COMPANY_NAME], can [MASKED_COMPANY_NAME] charge EDC/IDC per square feet from Buyer if he had paid per square yard/acer.\n9. If all the money had been paid to [MASKED_COMPANY_NAME] as per agreement other than Parking and electricity, can [MASKED_COMPANY_NAME] deny for possession of flat"
1210823,No Specific Template,"[MASKED_COMPANY_NAME], [MASKED_ADDRESS]","Respected Sir/Madam,\n\nKindly let me know the following information regarding [MASKED_COMPANY_NAME], [MASKED_ADDRESS]\n\n1) The Educational Qualification of all individual permanent employees as on 01.07.[MASKED_DATE]. and whether it is certified /verified by issuing authority or not ?\n2) Exact date of inclusion and procedure of recruitment of each and every employee.\n3) Exact pay scale/Salary of each and every employee and how it is fixed and approving authority of salary fixation.\n4) Final approving authority of salary fixation in all cases.\n\nWith Regards\n[MASKED_NAME]","Subject: [MASKED_COMPANY_NAME], [MASKED_ADDRESS]

Respected Sir/Madam,\n\nKindly let me know the following information regarding [MASKED_COMPANY_NAME], [MASKED_ADDRESS]\n\n1) The Educational Qualification of all individual permanent employees as on 01.07.[MASKED_DATE]. and whether it is certified /verified by issuing authority or not ?\n2) Exact date of inclusion and procedure of recruitment of each and every employee.\n3) Exact pay scale/Salary of each and every employee and how it is fixed and approving authority of salary fixation.\n4) Final approving authority of salary fixation in all cases.\n\nWith Regards\n[MASKED_NAME]"
1210844,No Specific Template,The emails sent by [MASKED_ORGANIZATION] to my email ID [MASKED_EMAIL_ID] regarding Payment Transfer.,SOME EMAIL ARE SENDING FROM [MASKED_ORGANIZATION]. I WANT TO KNOW THAT ARE TRUE OR FRAUD ?? IF TRUE SO WHERE I WILL CONTACT.,"Subject: The emails sent by [MASKED_ORGANIZATION] to my email ID [MASKED_EMAIL_ID] regarding Payment Transfer.

SOME EMAIL ARE SENDING FROM [MASKED_ORGANIZATION]. I WANT TO KNOW THAT ARE TRUE OR FRAUD ?? IF TRUE SO WHERE I WILL CONTACT."
1210886,No Specific Template,Copy of Complaint No – [MASKED_ID] dated [MASKED_DATE],"Date: [MASKED_DATE]

The Dy. Commissioner of Police,

[MASKED_COMPANY_NAME]
\n

Re: Copy of Complaint No – [MASKED_ID] dated [MASKED_DATE] with Women Cell Police Station Kriti Nagar, Delhi
\n

Sir,
I was called to Women Cell at Kirti Nagar Police Station on [MASKED_DATE] and was informed that a complaint has been file against me with Women Cell at Kirti Nagar Police Station. I requested the IO to please provide me with the copy of the complaint and was informed that same cannot be provided directly I would have to file an application under “RIGHT TO INFORMATION ACT” for the same.
\n
You are requested to please provide me with a copy of the complaint for me to draft a appropriate reply for the same. I am ready to bear reasonable cost for same.
\nAn early response will help.
\nRegards
[MASKED_NAME]
\nMobile-[MASKED_PHONE_NUMBER]
\nAdd-G-[MASKED_ADDRESS], New Delhi","Subject: Copy of Complaint No – [MASKED_ID] dated [MASKED_DATE]

Date: [MASKED_DATE]

The Dy. Commissioner of Police,

[MASKED_COMPANY_NAME]
\n

Re: Copy of Complaint No – [MASKED_ID] dated [MASKED_DATE] with Women Cell Police Station Kriti Nagar, Delhi
\n

Sir,
I was called to Women Cell at Kirti Nagar Police Station on [MASKED_DATE] and was informed that a complaint has been file against me with Women Cell at Kirti Nagar Police Station. I requested the IO to please provide me with the copy of the complaint and was informed that same cannot be provided directly I would have to file an application under “RIGHT TO INFORMATION ACT” for the same.
\n
You are requested to please provide me with a copy of the complaint for me to draft a appropriate reply for the same. I am ready to bear reasonable cost for same.
\nAn early response will help.
\nRegards
[MASKED_NAME]
\nMobile-[MASKED_PHONE_NUMBER]
\nAdd-G-[MASKED_ADDRESS], New Delhi"
1210893,No Specific Template,"The actions taken in the last 8-10 years, by the [MASKED_NAME] and [MASKED_COMPANY_NAME] on illegal land encroachment on the address given below.","I want to know the following details :

In the last 8-10 years, how many processes is done by [MASKED_NAME] and [MASKED_COMPANY_NAME] on illegal land encroachment on the address given below?

What steps are taken? With document proof

Address - LIG Housing Society, LIG Building Names (A,B,C,D,E,F,G,H) , [MASKED_ADDRESS], [MASKED_CITY], 403707

It is creating an issue for parking, roads are getting blocked, and unhygienic conditions. It takes around 5-10 min to cover the road length from Maruthi Mandir Temple to Dhruv Pharmacy.

Also, I need the society plan Layout from [MASKED_COMPANY_NAME] - South Goa for the address mentioned above","Subject: The actions taken in the last 8-10 years, by the [MASKED_NAME] and [MASKED_COMPANY_NAME] on illegal land encroachment on the address given below.

I want to know the following details :

In the last 8-10 years, how many processes is done by [MASKED_NAME] and [MASKED_COMPANY_NAME] on illegal land encroachment on the address given below?

What steps are taken? With document proof

Address - LIG Housing Society, LIG Building Names (A,B,C,D,E,F,G,H) , [MASKED_ADDRESS], [MASKED_CITY], 403707

It is creating an issue for parking, roads are getting blocked, and unhygienic conditions. It takes around 5-10 min to cover the road length from Maruthi Mandir Temple to Dhruv Pharmacy.

Also, I need the society plan Layout from [MASKED_COMPANY_NAME] - South Goa for the address mentioned above"
1210923,No Specific Template,The marks obtained by [MASKED_NAME] in the written exam and Personality test.,"Respected Sir, I want to know the marks which I have obtained in the Staff Recruitment Examination, [MASKED_DATE], Office of the District Judge of Birbhum, Suri , English Department according to the Employment Notification no. 01, [MASKED_DATE] and Employment Notification no 02 , [MASKED_DATE]. \n\nPart - 1 exam was taken [MASKED_DATE] and Part - 2 written exam for the LDC post was taken on [MASKED_DATE]. In these exams my roll number was [MASKED_ID]. I have cleared both the exams and got call letter for interview. \n\nThe personality test was held on [MASKED_DATE] at District Judges Court , Suri , Birbhum. There was no computer test in this interview but it was clearly said in the notification that knowledge in computer will also be tested and a final panel will be prepared on the basis of the result of the total marks obtained in Part - 2 written exam and personality test.\n\nI request to the competent authority to please inform me that how many marks I have obtained in both Part,- 2 written exam and personality test.","Subject: The marks obtained by [MASKED_NAME] in the written exam and Personality test.

Respected Sir, I want to know the marks which I have obtained in the Staff Recruitment Examination, [MASKED_DATE], Office of the District Judge of Birbhum, Suri , English Department according to the Employment Notification no. 01, [MASKED_DATE] and Employment Notification no 02 , [MASKED_DATE]. \n\nPart - 1 exam was taken [MASKED_DATE] and Part - 2 written exam for the LDC post was taken on [MASKED_DATE]. In these exams my roll number was [MASKED_ID]. I have cleared both the exams and got call letter for interview. \n\nThe personality test was held on [MASKED_DATE] at District Judges Court , Suri , Birbhum. There was no computer test in this interview but it was clearly said in the notification that knowledge in computer will also be tested and a final panel will be prepared on the basis of the result of the total marks obtained in Part - 2 written exam and personality test.\n\nI request to the competent authority to please inform me that how many marks I have obtained in both Part,- 2 written exam and personality test."
